Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
50303,Female,36,Single,0,Graduate,Employed,Salaried,Own,Urban,52590,4436,789,0,3475,13493,0,20000,234,Vehicle,13.64,Unsecured,Yes,5,23,0.11,1
50304,Male,33,Married,1,High School,Employed,Freelancer,Other,Urban,127608,4327,710,2,827,17146,0,37343,182,Education,8.58,Unsecured,Yes,2,19,0.34,0
50305,Female,27,Married,3,Graduate,Self-Employed,Professional,Other,Rural,118640,740,843,1,20170,2344,0,24434,169,Vehicle,10.43,Secured,Yes,3,15,0.54,1
50306,Female,26,Married,0,Graduate,Employed,Professional,Other,Urban,136943,1100,818,1,49389,29914,0,37810,188,Education,13.48,Unsecured,Yes,4,16,0.88,1
50307,Female,44,Married,0,High School,Self-Employed,Professional,Own,Urban,59283,1216,768,2,20075,20361,0,20000,166,Home,8.51,Unsecured,Yes,4,21,0.49,1
50308,Male,46,Single,0,Graduate,Employed,Freelancer,Own,Urban,46530,703,525,0,13551,3212,1,15264,126,Vehicle,4.25,Unsecured,Yes,1,23,0.87,0
50309,Male,44,Single,2,Postgraduate,Employed,Salaried,Own,Suburban,69508,1933,763,2,7393,28524,0,20703,145,Home,11.93,Unsecured,Yes,2,22,0.03,1
50310,Male,36,Divorced,3,High School,Unemployed,Business,Rent,Rural,46844,1731,567,1,15304,10908,1,12312,130,Home,7.81,Unsecured,No,5,15,0.81,0
50311,Male,29,Single,1,Postgraduate,Self-Employed,Freelancer,Rent,Urban,61410,1716,750,0,12102,29235,0,20000,63,Education,13.34,Secured,Yes,3,25,0.6,1
50312,Female,37,Single,2,High School,Employed,Business,Rent,Suburban,82040,1660,821,0,10431,23691,0,22321,99,Vehicle,14.62,Unsecured,No,4,24,0.92,1
50313,Male,43,Married,0,Graduate,Employed,Business,Own,Rural,23859,4015,343,2,13520,19034,0,7341,179,Personal,5.37,Secured,No,0,16,0.15,0
50314,Male,29,Single,2,Graduate,Employed,Freelancer,Own,Urban,135696,1329,832,0,45157,25040,1,31603,130,Vehicle,11.07,Unsecured,No,7,24,0.45,0
50315,Female,37,Married,2,Postgraduate,Employed,Business,Own,Urban,133132,3886,753,1,24230,28097,0,33150,175,Education,12.99,Secured,Yes,5,21,0.51,1
50316,Female,40,Single,0,Graduate,Self-Employed,Professional,Other,Suburban,27369,1415,391,2,29889,19316,0,7465,167,Personal,11.61,Unsecured,No,4,29,0.02,0
50317,Female,49,Single,3,Postgraduate,Self-Employed,Business,Own,Suburban,134048,4164,796,2,16127,1277,0,24981,27,Home,7.73,Unsecured,No,9,24,0.64,1
50318,Male,39,Married,0,High School,Unemployed,Salaried,Other,Urban,53126,1564,798,2,7240,29995,0,20000,129,Vehicle,12.32,Secured,No,5,14,0.74,0
50319,Male,47,Married,3,Graduate,Unemployed,Salaried,Own,Urban,72786,4423,798,0,22179,10765,0,20185,98,Education,11.72,Unsecured,Yes,3,15,0.29,0
50320,Female,27,Single,3,Postgraduate,Unemployed,Business,Own,Urban,96638,3559,818,1,452,6752,0,25707,50,Vehicle,14.33,Secured,Yes,2,26,0.58,1
50321,Male,43,Married,3,High School,Employed,Professional,Own,Suburban,89244,4981,707,2,13997,15637,0,22240,53,Vehicle,3.62,Secured,Yes,8,18,0.42,1
50322,Female,31,Single,2,Graduate,Unemployed,Freelancer,Rent,Urban,50321,4533,403,0,35451,15281,1,14296,220,Personal,12.01,Secured,Yes,8,15,0.17,0
50323,Male,39,Married,2,High School,Employed,Salaried,Own,Suburban,119031,4142,715,1,42310,3074,0,33162,230,Vehicle,6.44,Secured,Yes,4,7,1,1
50324,Female,27,Single,1,High School,Employed,Freelancer,Rent,Urban,61160,663,844,1,41000,7669,0,20000,197,Home,4.41,Secured,Yes,1,21,0.59,1
50325,Male,31,Single,1,Postgraduate,Unemployed,Salaried,Other,Suburban,43982,3046,529,2,48078,5999,0,16363,167,Education,8.49,Unsecured,No,8,10,0.12,0
50326,Female,36,Married,0,Graduate,Unemployed,Salaried,Rent,Urban,76231,2854,711,2,26394,11779,0,20928,87,Home,6.68,Secured,No,1,20,0.83,1
50327,Female,41,Single,2,Postgraduate,Employed,Professional,Rent,Suburban,142091,3548,803,1,28535,9985,0,37781,136,Home,10.54,Secured,Yes,4,17,0.09,1
50328,Female,30,Divorced,2,Graduate,Self-Employed,Business,Own,Suburban,97916,1906,737,1,30311,12423,0,26459,232,Home,5.99,Secured,No,9,13,0.57,1
50329,Female,44,Single,0,Graduate,Employed,Business,Other,Urban,76191,2738,790,2,4376,16830,0,21295,37,Home,11.57,Unsecured,No,8,7,0.62,1
50330,Male,40,Single,0,High School,Employed,Business,Own,Suburban,114766,1501,705,1,17124,28737,0,34303,138,Home,11.88,Unsecured,Yes,6,14,0.35,0
50331,Female,34,Married,0,Graduate,Self-Employed,Business,Own,Urban,125296,3749,833,2,16371,4486,0,27898,192,Home,3.65,Unsecured,No,9,29,0.77,1
50332,Male,31,Married,0,High School,Employed,Salaried,Own,Suburban,22859,894,302,0,43706,2731,1,8084,138,Home,10.89,Unsecured,Yes,5,22,0.31,0
50333,Male,28,Married,2,Graduate,Employed,Salaried,Own,Urban,126914,588,712,0,6542,27605,0,29077,41,Vehicle,10.06,Secured,No,8,21,0.32,1
50334,Female,36,Married,1,Postgraduate,Self-Employed,Business,Rent,Urban,38270,981,506,0,14305,19852,1,9173,29,Personal,10.95,Secured,Yes,1,28,0.32,0
50335,Male,44,Married,3,High School,Self-Employed,Freelancer,Other,Urban,70161,2645,846,1,13865,28456,1,20458,94,Home,13.04,Secured,No,6,20,0.78,1
50336,Male,40,Single,2,High School,Employed,Professional,Rent,Urban,65303,4847,838,0,14065,41,0,20000,195,Home,14.96,Unsecured,No,8,18,0.05,0
50337,Female,40,Married,1,High School,Unemployed,Professional,Other,Suburban,103648,2676,821,2,10634,27326,1,25166,199,Vehicle,8.35,Secured,Yes,3,6,0.99,1
50338,Male,43,Married,1,High School,Employed,Salaried,Other,Urban,122408,3394,759,0,47931,20401,0,28691,194,Home,6.96,Secured,No,0,29,0.33,1
50339,Male,37,Married,0,Graduate,Unemployed,Professional,Rent,Suburban,81415,3542,836,2,45965,19373,1,23060,44,Vehicle,13.63,Unsecured,Yes,9,22,0.18,1
50340,Male,19,Married,0,High School,Self-Employed,Freelancer,Own,Urban,60099,4276,452,1,4282,6932,0,9262,230,Home,9.23,Secured,Yes,0,26,0.37,0
50341,Male,57,Single,3,Graduate,Self-Employed,Professional,Rent,Urban,20851,1764,516,1,31667,9480,0,6575,109,Home,9,Secured,Yes,7,7,0.86,0
50342,Female,49,Divorced,2,Graduate,Employed,Salaried,Own,Urban,55285,1535,705,0,10364,14800,1,20000,107,Vehicle,5.05,Secured,No,4,22,0.62,1
50343,Female,39,Married,1,Graduate,Employed,Professional,Rent,Urban,71288,2799,748,2,6,675,0,20292,145,Vehicle,11.25,Unsecured,No,9,9,0.29,0
50344,Male,48,Married,3,Graduate,Employed,Professional,Other,Rural,134716,1892,825,0,43712,2667,0,36571,17,Education,13.31,Secured,No,2,12,0.8,1
50345,Male,59,Single,2,Graduate,Self-Employed,Salaried,Own,Suburban,30633,2931,327,2,28375,24644,1,5433,184,Education,3.59,Secured,Yes,6,29,0.64,0
50346,Male,28,Married,2,Graduate,Employed,Freelancer,Rent,Rural,96941,3761,750,1,49166,17811,0,27071,230,Home,9.6,Unsecured,Yes,5,23,0.1,1
50347,Male,26,Married,2,Postgraduate,Employed,Professional,Own,Suburban,66909,1000,714,0,22989,25759,0,20007,123,Personal,9.25,Secured,Yes,1,16,0.19,1
50348,Female,38,Single,1,High School,Employed,Salaried,Own,Rural,132944,1424,836,2,30070,21260,0,36254,162,Home,10.54,Unsecured,No,7,24,0.23,1
50349,Male,39,Married,2,Graduate,Self-Employed,Business,Own,Urban,56430,1923,746,0,11991,23932,1,20000,208,Vehicle,14.46,Secured,Yes,6,23,0.18,1
50350,Female,46,Married,2,High School,Self-Employed,Business,Own,Suburban,70108,4883,796,2,47454,12461,0,20186,79,Home,12.43,Secured,Yes,2,14,0.72,1
50351,Male,38,Married,0,Postgraduate,Employed,Business,Other,Urban,55303,4085,380,1,6790,20934,0,18194,117,Home,13.79,Secured,Yes,2,27,0.18,0
50352,Female,46,Married,0,High School,Self-Employed,Salaried,Own,Urban,55723,1759,793,1,1625,8556,0,20000,97,Home,4.3,Secured,No,7,18,0.5,1
50353,Male,38,Married,1,High School,Employed,Freelancer,Own,Urban,65345,1199,781,1,30417,27473,0,20000,42,Education,6.68,Unsecured,No,1,5,0.55,1
50354,Female,37,Married,1,High School,Unemployed,Freelancer,Own,Urban,31093,3237,467,2,16111,4404,0,7548,104,Education,11.94,Unsecured,Yes,8,17,0.66,0
50355,Female,26,Married,3,Graduate,Employed,Business,Rent,Suburban,142827,3005,746,0,18575,24851,0,35370,131,Personal,10.79,Secured,Yes,5,9,0.22,1
50356,Male,37,Married,2,Postgraduate,Self-Employed,Freelancer,Own,Suburban,60683,1850,529,1,11172,6786,0,23953,116,Home,7.57,Unsecured,Yes,1,15,0.1,0
50357,Female,25,Single,2,High School,Unemployed,Freelancer,Own,Urban,141003,604,700,0,32091,20051,0,36159,220,Vehicle,6.15,Unsecured,No,0,29,0.8,1
50358,Male,33,Single,3,Graduate,Self-Employed,Business,Own,Suburban,101827,524,711,2,48845,5380,1,27984,216,Home,3.98,Secured,No,2,11,0.9,1
50359,Female,38,Married,2,Graduate,Employed,Business,Own,Urban,68662,1850,733,1,38042,23093,0,20482,72,Education,4.33,Unsecured,No,1,12,0.58,1
50360,Male,34,Married,3,High School,Employed,Salaried,Other,Suburban,89182,3563,767,2,47061,27958,0,20509,236,Home,12.58,Secured,No,6,9,0.42,1
50361,Male,30,Divorced,2,Postgraduate,Unemployed,Freelancer,Own,Suburban,110282,2551,719,2,24379,26739,1,28840,128,Vehicle,8.29,Secured,No,8,29,0.49,1
50362,Male,37,Married,2,Graduate,Unemployed,Business,Rent,Suburban,114390,1886,807,2,30523,24735,0,23517,18,Home,9.67,Secured,No,2,18,0.62,1
50363,Female,37,Single,3,Postgraduate,Employed,Freelancer,Own,Urban,120303,3719,780,1,33768,3909,0,20597,107,Personal,13.88,Secured,Yes,8,25,0.8,1
50364,Female,57,Single,0,Graduate,Employed,Freelancer,Own,Urban,61579,1923,550,2,32337,22417,0,5584,141,Home,13.84,Secured,Yes,8,7,0.57,0
50365,Male,47,Divorced,1,Graduate,Employed,Professional,Own,Urban,70039,1831,807,1,30230,14096,0,20597,213,Personal,12.56,Secured,No,2,19,0.98,0
50366,Male,29,Single,3,High School,Employed,Professional,Other,Urban,112441,2264,800,1,8232,4361,0,22043,98,Vehicle,12.85,Unsecured,No,9,26,0.02,1
50367,Female,25,Single,1,High School,Unemployed,Salaried,Own,Suburban,89700,3812,762,0,45640,19743,0,21874,178,Vehicle,5.02,Unsecured,Yes,4,21,0.59,1
50368,Male,66,Single,1,Postgraduate,Self-Employed,Business,Own,Suburban,20342,4497,315,2,32517,6665,0,6773,131,Education,9.14,Secured,No,7,9,0.26,0
50369,Male,42,Married,3,Postgraduate,Self-Employed,Business,Own,Urban,138465,2697,824,1,19146,3116,0,38352,164,Education,14.5,Unsecured,Yes,9,8,0.26,1
50370,Male,38,Married,3,Graduate,Unemployed,Salaried,Other,Urban,125621,1827,785,2,30547,13737,0,33424,228,Personal,4.45,Unsecured,No,2,14,0.39,1
50371,Male,25,Single,2,High School,Employed,Freelancer,Rent,Urban,134495,1620,784,1,8392,16772,0,34974,226,Personal,10.76,Unsecured,Yes,7,5,0.76,1
50372,Male,44,Single,1,High School,Employed,Freelancer,Rent,Rural,56966,2531,327,2,49112,29619,0,14765,226,Education,8.74,Unsecured,Yes,4,14,0.77,0
50373,Male,56,Single,3,Postgraduate,Employed,Freelancer,Rent,Urban,25447,2048,440,2,11151,7367,1,9951,136,Home,14.03,Secured,Yes,8,24,1,0
50374,Male,30,Married,0,Postgraduate,Employed,Professional,Rent,Suburban,79921,4406,750,1,27859,3673,0,20741,64,Personal,13.24,Unsecured,No,5,20,0.76,1
50375,Female,69,Married,0,Graduate,Unemployed,Business,Rent,Rural,68908,3148,400,0,21040,13232,0,24803,159,Personal,14.84,Unsecured,Yes,3,17,0.5,1
50376,Male,28,Married,3,Postgraduate,Employed,Business,Own,Urban,56314,810,742,0,20541,6386,0,20000,213,Home,13.28,Unsecured,No,1,13,0.29,1
50377,Female,32,Divorced,1,Graduate,Self-Employed,Freelancer,Rent,Urban,119656,4120,719,2,5183,13303,1,31373,19,Personal,10.26,Unsecured,No,3,13,0.79,1
50378,Male,26,Married,3,High School,Unemployed,Freelancer,Own,Urban,24758,1213,423,0,32934,14898,0,8747,24,Home,13.94,Secured,Yes,0,20,0.87,0
50379,Male,26,Divorced,1,Graduate,Employed,Business,Own,Urban,51210,771,820,0,36825,17081,0,20000,232,Home,14.69,Secured,Yes,3,15,0.33,0
50380,Female,48,Divorced,0,Graduate,Unemployed,Freelancer,Other,Urban,68040,1268,838,2,40717,15778,0,20388,165,Home,6.05,Unsecured,Yes,1,7,0.85,1
50381,Male,29,Single,2,Postgraduate,Employed,Business,Rent,Urban,134304,1308,736,2,11888,23431,0,34722,189,Home,14.67,Unsecured,Yes,0,11,0.15,1
50382,Female,18,Married,1,Graduate,Self-Employed,Professional,Own,Urban,65894,3676,570,0,25846,16611,0,21962,145,Home,9.63,Unsecured,No,3,7,0.76,0
50383,Female,42,Single,3,High School,Self-Employed,Salaried,Other,Urban,147904,4239,777,0,2271,14155,0,35838,29,Vehicle,8.78,Unsecured,Yes,2,12,0.46,1
50384,Male,47,Single,1,High School,Employed,Salaried,Own,Urban,71656,4187,787,1,41787,435,1,20326,193,Vehicle,9.57,Unsecured,No,0,17,0.35,1
50385,Male,27,Married,0,High School,Employed,Professional,Own,Suburban,143992,4641,753,0,20774,29654,0,38587,147,Personal,7.59,Secured,Yes,9,29,0.69,0
50386,Male,31,Single,3,High School,Unemployed,Professional,Rent,Urban,114555,3476,783,1,32122,13533,0,27428,113,Personal,13.63,Unsecured,Yes,1,27,0.86,1
50387,Male,28,Married,2,Graduate,Self-Employed,Freelancer,Other,Rural,74222,1462,746,1,22258,3972,0,21986,160,Education,4.8,Secured,No,7,14,0.61,1
50388,Male,55,Married,2,High School,Employed,Professional,Rent,Suburban,27764,1115,336,1,8123,13180,0,8443,123,Personal,11.73,Unsecured,Yes,8,15,0.98,1
50389,Male,42,Married,2,Graduate,Employed,Business,Own,Urban,71966,4918,784,2,25450,6719,0,20585,53,Home,11.36,Unsecured,Yes,7,25,0.2,0
50390,Female,45,Single,2,Postgraduate,Unemployed,Salaried,Own,Suburban,63692,3142,745,2,31071,279,0,20000,42,Home,8.02,Unsecured,Yes,9,13,0.77,1
50391,Female,26,Divorced,0,Postgraduate,Unemployed,Professional,Own,Urban,33834,802,464,0,11449,7520,0,10943,94,Vehicle,4.69,Unsecured,No,0,10,0.86,0
50392,Male,25,Married,0,High School,Unemployed,Salaried,Own,Urban,79724,2774,716,1,31424,9372,0,21309,193,Personal,14.23,Unsecured,No,7,14,0.65,1
50393,Male,35,Single,1,High School,Self-Employed,Freelancer,Own,Suburban,70817,4489,734,0,31544,25268,0,20946,107,Home,13.83,Secured,No,2,19,0.89,1
50394,Female,44,Single,1,Postgraduate,Self-Employed,Professional,Rent,Urban,132282,4808,704,1,22268,1070,0,25826,237,Vehicle,11.7,Unsecured,Yes,2,9,0.39,1
50395,Male,68,Single,3,Graduate,Employed,Business,Rent,Urban,30752,4391,517,0,21770,7409,0,10529,124,Personal,7.32,Secured,Yes,2,7,0.26,0
50396,Male,35,Divorced,0,Postgraduate,Employed,Freelancer,Own,Urban,108460,4174,760,2,20462,4618,0,27380,93,Vehicle,7.6,Secured,Yes,2,26,0.21,1
50397,Male,37,Married,2,High School,Self-Employed,Business,Rent,Urban,113542,2433,776,2,16737,1033,0,27487,22,Personal,8.35,Secured,Yes,2,28,0.9,1
50398,Female,43,Married,3,High School,Self-Employed,Salaried,Own,Suburban,133885,968,805,2,40586,17092,0,26713,37,Home,13.4,Unsecured,No,4,17,0.08,1
50399,Male,34,Married,3,High School,Employed,Freelancer,Rent,Suburban,113291,1789,845,0,28860,9774,1,24176,203,Personal,7.76,Secured,No,2,12,0.77,1
50400,Female,26,Single,2,High School,Employed,Professional,Own,Suburban,64781,1578,705,1,22144,20618,1,20000,141,Home,8.74,Unsecured,No,3,15,0.28,1
50401,Male,22,Single,1,Postgraduate,Self-Employed,Business,Rent,Urban,65122,999,472,2,16709,24507,0,11892,161,Personal,11.2,Unsecured,Yes,3,29,0.56,0
50402,Female,31,Married,3,High School,Employed,Business,Own,Urban,148069,3634,720,0,11330,6961,0,42013,99,Home,5.51,Unsecured,Yes,2,17,0.29,1
50403,Female,25,Married,3,High School,Self-Employed,Salaried,Rent,Urban,92933,4217,754,1,21632,26955,1,27269,53,Home,11.09,Secured,No,7,16,0.38,1
50404,Female,24,Married,1,Postgraduate,Employed,Freelancer,Own,Urban,61807,3360,308,2,23324,20845,1,23437,99,Personal,11.64,Unsecured,Yes,4,10,0.28,0
50405,Female,26,Married,1,Graduate,Employed,Professional,Own,Suburban,87599,2611,753,2,44450,29613,0,20983,152,Personal,6.82,Secured,No,8,16,0.48,1
50406,Female,64,Married,2,High School,Employed,Business,Own,Urban,55929,2205,586,2,33289,22224,1,19174,56,Education,4.05,Secured,Yes,2,23,0.41,0
50407,Male,49,Single,1,High School,Employed,Freelancer,Own,Urban,129977,868,753,1,4670,27378,0,35951,222,Home,13.34,Secured,Yes,5,26,0.65,0
50408,Female,38,Single,1,High School,Unemployed,Professional,Own,Suburban,112468,4121,766,0,2982,2057,0,30300,67,Home,13.86,Unsecured,Yes,7,13,0.94,1
50409,Female,45,Married,1,High School,Unemployed,Professional,Own,Urban,136986,4826,745,2,4030,24200,1,35594,146,Personal,10.29,Secured,No,2,26,0.13,1
50410,Female,42,Married,0,Graduate,Unemployed,Freelancer,Own,Suburban,74332,3821,744,0,34175,7814,1,20642,117,Personal,9.13,Unsecured,Yes,3,19,0.23,1
50411,Male,42,Married,3,Postgraduate,Self-Employed,Salaried,Rent,Suburban,125592,2763,708,1,43377,2918,1,26517,175,Personal,14.03,Unsecured,Yes,5,20,0.02,1
50412,Male,38,Married,0,Graduate,Employed,Professional,Other,Suburban,142826,650,819,1,20060,1588,0,30234,39,Vehicle,11.26,Secured,Yes,9,23,0.34,0
50413,Male,35,Married,0,High School,Employed,Salaried,Own,Urban,110364,2791,739,2,15021,6871,0,32343,37,Personal,10.06,Secured,No,0,13,0.63,1
50414,Male,45,Single,2,Postgraduate,Unemployed,Business,Other,Rural,89871,1769,711,2,31593,12099,0,24410,139,Home,10.42,Secured,No,3,21,0.71,1
50415,Male,37,Married,2,High School,Employed,Salaried,Own,Urban,104196,988,784,2,5737,7490,0,22831,183,Vehicle,5.92,Secured,Yes,3,25,0.2,1
50416,Female,43,Married,2,High School,Employed,Salaried,Own,Urban,61069,3000,759,0,22647,476,0,20000,191,Vehicle,4.22,Unsecured,Yes,7,7,0.45,1
50417,Male,45,Married,0,Graduate,Employed,Salaried,Other,Rural,78736,2953,725,2,16541,7673,0,22892,135,Home,13.91,Unsecured,Yes,7,15,0.69,1
50418,Female,43,Married,3,High School,Employed,Freelancer,Own,Urban,115270,741,798,0,49532,26102,0,33443,21,Home,12.67,Secured,No,7,10,0.77,0
50419,Female,27,Single,3,Postgraduate,Employed,Business,Own,Suburban,138357,4216,719,0,17092,2516,0,22456,192,Personal,12.89,Unsecured,No,9,6,0.41,1
50420,Female,43,Married,3,High School,Employed,Freelancer,Own,Urban,54992,1973,753,2,14346,7009,0,20000,134,Home,8.93,Unsecured,No,6,19,0.78,1
50421,Female,47,Married,2,High School,Self-Employed,Salaried,Rent,Urban,139030,672,821,0,15726,17372,0,37830,216,Vehicle,5.23,Unsecured,No,5,23,0.69,1
50422,Male,36,Married,3,High School,Self-Employed,Professional,Own,Urban,59853,2400,814,2,14815,15192,0,20000,35,Education,6.14,Unsecured,Yes,4,25,0.72,1
50423,Male,42,Married,0,High School,Self-Employed,Freelancer,Own,Urban,135755,4756,709,0,48200,25976,0,40279,80,Education,13.05,Unsecured,Yes,8,16,0.71,1
50424,Male,24,Single,2,High School,Unemployed,Freelancer,Own,Urban,62021,3653,361,2,29593,15187,1,23756,114,Education,3.54,Unsecured,Yes,4,13,0.35,0
50425,Female,67,Married,0,High School,Self-Employed,Professional,Own,Suburban,47630,3545,329,1,12612,7122,0,17219,122,Home,5.31,Unsecured,No,6,21,0.1,1
50426,Male,36,Single,3,Postgraduate,Employed,Salaried,Own,Suburban,125113,3649,833,2,3984,25946,1,35936,141,Vehicle,5.02,Secured,Yes,2,23,0.48,1
50427,Female,46,Single,2,High School,Employed,Salaried,Rent,Urban,124091,3875,767,1,261,21791,0,20455,137,Vehicle,7.2,Secured,No,7,16,0.25,1
50428,Male,34,Single,1,High School,Unemployed,Professional,Own,Urban,79326,3294,743,0,4932,12148,0,22259,157,Vehicle,5.46,Secured,No,4,22,0.15,1
50429,Male,30,Single,3,Graduate,Employed,Professional,Own,Urban,95131,1088,807,2,39218,7986,0,24363,29,Home,7.31,Secured,Yes,8,26,0.57,0
50430,Female,20,Single,0,Graduate,Self-Employed,Business,Rent,Suburban,55440,1094,398,1,12416,25583,1,11517,121,Home,6.02,Secured,Yes,0,5,0.13,0
50431,Female,38,Single,1,Graduate,Unemployed,Professional,Other,Suburban,112977,4203,780,1,24616,22608,0,31300,217,Home,6.82,Unsecured,Yes,7,24,0,0
50432,Male,65,Single,3,Graduate,Employed,Salaried,Own,Urban,59747,4199,546,2,23652,515,0,17867,74,Education,4.74,Secured,No,8,16,0.72,0
50433,Female,26,Married,2,Graduate,Employed,Freelancer,Other,Suburban,48271,4190,384,2,3568,14948,0,16805,115,Home,12.9,Secured,Yes,2,24,0.91,0
50434,Male,49,Married,0,High School,Self-Employed,Business,Own,Urban,102447,3629,840,2,29696,4624,0,24054,203,Vehicle,12.11,Unsecured,Yes,5,20,0.12,1
50435,Male,31,Single,1,Graduate,Unemployed,Professional,Own,Urban,85025,2876,727,1,31684,21692,1,23730,205,Home,13.51,Unsecured,No,4,15,0.84,1
50436,Female,38,Married,3,Graduate,Self-Employed,Salaried,Own,Suburban,126890,4160,704,1,41701,23162,1,31941,159,Personal,7.1,Secured,No,0,28,0.87,1
50437,Female,37,Single,0,Postgraduate,Employed,Professional,Own,Urban,100579,1977,821,0,26009,25674,0,24251,138,Home,4.33,Secured,No,1,5,0.54,0
50438,Male,40,Single,1,High School,Employed,Salaried,Own,Urban,102767,3178,828,0,4492,29477,1,22848,68,Home,4.58,Unsecured,Yes,8,11,0.11,1
50439,Male,35,Married,1,Postgraduate,Self-Employed,Freelancer,Own,Rural,23531,4306,462,1,19508,27669,0,8303,95,Vehicle,5.84,Unsecured,No,1,23,0.37,0
50440,Male,61,Divorced,3,High School,Unemployed,Business,Rent,Suburban,63245,4927,498,1,24517,23699,0,6750,171,Education,13.1,Secured,Yes,5,8,0.57,0
50441,Male,45,Single,1,Graduate,Employed,Business,Rent,Suburban,137699,2914,738,0,13551,14752,0,25306,41,Personal,4.86,Unsecured,No,5,10,0.14,1
50442,Male,64,Married,2,Graduate,Employed,Professional,Rent,Urban,63416,4578,454,1,7977,2643,0,20587,193,Education,9.47,Unsecured,No,6,10,0.92,0
50443,Male,49,Married,1,Graduate,Self-Employed,Freelancer,Own,Urban,88677,4168,733,1,47013,19035,1,24536,114,Home,3.77,Unsecured,No,8,12,0.75,1
50444,Female,31,Married,0,High School,Employed,Professional,Own,Urban,114754,4883,808,0,15192,29723,1,32429,146,Home,8.78,Unsecured,No,7,13,0.48,1
50445,Female,42,Married,1,High School,Self-Employed,Professional,Own,Suburban,148693,590,823,1,42893,28969,1,40472,75,Home,14.66,Secured,Yes,1,15,0.75,1
50446,Male,38,Married,2,High School,Self-Employed,Business,Rent,Suburban,84935,1766,809,2,39230,22274,0,22638,87,Vehicle,6.11,Unsecured,No,3,28,0.59,1
50447,Female,42,Married,2,Postgraduate,Employed,Business,Rent,Suburban,80276,2426,781,1,43267,17209,0,23499,48,Education,10.04,Unsecured,Yes,7,25,0.91,1
50448,Male,45,Single,3,Graduate,Employed,Professional,Rent,Urban,148084,855,810,0,7268,21248,0,24214,150,Home,14.98,Secured,No,8,5,0.21,1
50449,Male,39,Single,2,High School,Employed,Professional,Other,Urban,69421,544,800,2,8558,13119,1,20730,233,Personal,5.72,Unsecured,No,6,12,0.47,1
50450,Male,47,Married,1,Postgraduate,Employed,Freelancer,Own,Suburban,67766,4439,760,1,44653,22570,0,20283,170,Education,8.88,Secured,Yes,2,23,0.82,0
50451,Female,30,Single,2,High School,Employed,Salaried,Other,Suburban,93626,1434,759,1,12413,18212,0,23303,144,Personal,4.07,Secured,Yes,5,14,0.03,1
50452,Female,35,Single,3,Graduate,Employed,Business,Own,Urban,81737,4936,836,2,36536,17778,1,21385,131,Home,6.26,Unsecured,Yes,1,23,0.38,1
50453,Male,42,Married,1,High School,Self-Employed,Freelancer,Own,Urban,75077,3746,810,2,15843,7405,0,21606,98,Home,5.72,Unsecured,No,0,15,0.72,1
50454,Female,47,Married,3,High School,Self-Employed,Freelancer,Rent,Urban,114661,1544,716,0,9219,18659,0,26116,223,Personal,4.17,Unsecured,Yes,0,9,0.96,1
50455,Female,49,Single,2,Graduate,Unemployed,Business,Own,Suburban,52877,3786,582,2,36047,25305,0,20152,122,Home,13,Unsecured,Yes,3,27,0.68,0
50456,Male,27,Single,0,High School,Employed,Professional,Rent,Urban,123767,4822,777,2,42429,5941,0,36678,143,Vehicle,3.71,Secured,No,2,26,0.32,1
50457,Female,52,Married,3,High School,Employed,Business,Own,Rural,32410,4471,379,2,25426,21412,0,9133,193,Home,12.79,Secured,No,0,8,0.53,0
50458,Male,26,Single,1,Graduate,Employed,Salaried,Own,Suburban,94752,2437,790,0,3428,29615,0,21960,190,Home,7.12,Unsecured,Yes,4,8,0.36,1
50459,Male,48,Married,0,Graduate,Self-Employed,Freelancer,Own,Rural,145409,2837,702,1,48774,2086,0,20041,49,Education,4.91,Unsecured,No,8,22,0.52,1
50460,Male,47,Married,2,Graduate,Employed,Salaried,Other,Suburban,147331,1668,741,2,42056,3890,0,28212,110,Home,10.08,Secured,No,0,11,0.37,1
50461,Female,61,Divorced,1,Postgraduate,Employed,Freelancer,Own,Urban,66764,3020,449,1,46724,18699,0,11676,168,Vehicle,8.58,Unsecured,Yes,4,20,0.47,0
50462,Female,46,Married,0,High School,Employed,Business,Own,Urban,58881,2938,700,0,38830,10173,0,20000,54,Education,6.48,Secured,Yes,3,14,0.33,1
50463,Female,40,Married,0,High School,Employed,Business,Own,Urban,138977,1680,810,1,8848,1021,0,25612,99,Home,7.29,Unsecured,No,0,9,0.93,1
50464,Male,59,Single,0,Postgraduate,Employed,Professional,Rent,Rural,48932,4698,398,2,28040,22351,1,16705,167,Home,13.31,Unsecured,Yes,8,16,0.54,0
50465,Female,36,Single,2,Postgraduate,Self-Employed,Freelancer,Own,Suburban,114882,1809,701,1,25216,2725,1,32781,85,Home,8.75,Secured,Yes,2,17,0.62,1
50466,Female,21,Single,0,High School,Employed,Salaried,Own,Suburban,25046,932,410,2,42487,9236,0,8380,181,Education,9.91,Unsecured,No,7,5,0.24,0
